;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;Ano;Mês;Dt.Lanç;Emissão;Venc;Tipo;Contrato;Parcela;Descrição;Doc;C Nr / Pedido;Conta;Op/Proj;Classificação;Categoria;Prestador;Descrição2;Estab;CNPJ;Cod Datasul;Situação;Status; Valor R$ 
;2025;jan;14/01/25;14/01/25;22/01/25;CONTRATO;CLARO - CHIP;P 01/12;Aditivo Chip;2010731;1275;4210508;O;CONECTIVIDADE;Telefonia;CLARO S.A.;;I7 NÚCLEO;40.432.544/0436-28;261010;ATIVO;LANÇADO; 43,37 
;2025;jan;14/01/25;14/01/25;27/01/25;CONTRATO;CLICKSIGN;P 01/12;Certificação Digital;652223;1334;4210317;O;REGULATÓRIO;Consultoria Software;CLICKSIGN GESTAO DE DOCUMENTOS S/A;;I7 NÚCLEO;12.499.520/0001-70;1385;ATIVO;LANÇADO; 266,51 
;2025;jan;14/01/25;14/01/25;28/01/25;PEDIDO;M&A SOLUTIONS;Demanda;Serv.Instalacao de rede;7;77521;4210317;0;0;Consultoria;M & A SOLUTIONS LTDA;;I7 NÚCLEO;21.958.778/0001-88;762564;ATIVO;LANÇADO; 5.332,50 
;2025;jan;14/01/25;14/01/25;10/02/25;PEDIDO;ENG COM;Demanda;Software;5259;77546;4210317;0;0;Consultoria;ENG COMERCIO DE COMPUTADORES;;I7 NÚCLEO;52.913.241/0001-25;762871;ATIVO;LANÇADO; 18.661,00 
;2025;jan;15/01/25;15/01/25;30/01/25;CONTRATO;KAIROS SOLUTIONS;P 01/12;Consultoria SAP;26;1623;4210317;P;SAPHE  ;Consultoria;KAIROS SOLUTIONS LTDA;;I7 NÚCLEO;30.368.795/0001-56;761683;ATIVO;LANÇADO; 14.400,00 
;2025;jan;15/01/25;15/01/25;22/01/25;PEDIDO;INGRAM902-HCOMPANY;Demanda;Garantia 3Y em 03x;2197435;74583;9010103;0;0;Consultoria;INGRAM MICRO BRASIL LTDA;;H.SOLUÇÕES;01.771.935/0010-25;902;ATIVO;LANÇADO; 4.563,00 
;2025;jan;16/01/25;15/01/25;12/02/25;CONTRATO;TOTVS 02 - 400003/01;P 01/12;Datasul;1180140;134;4210317;0;0;Consultoria Software;TOTVS S.A.;TOTVS 02 - 400003/01;EQUIPLEX;53.113.791/0017-90;325;ATIVO;LANÇADO; 1.917,00 
;2025;jan;16/01/25;15/01/25;12/02/25;CONTRATO;TOTVS 03 - 365084/01 - 400003/01;P 01/12;Datasul;1180168;134;4210317;0;0;Consultoria Software;TOTVS S.A.;TOTVS 03 - 365084/01 - 400003/01;EQUIPLEX;53.113.791/0017-90;325;ATIVO;LANÇADO; 10.779,22 
;2025;jan;16/01/25;15/01/25;24/02/25;CONTRATO;TOTVS 04 - 943448/02;P 01/12;Datasul;1180334;134;4210317;0;0;Consultoria Software;TOTVS S.A.;TOTVS 04 - 943448/02;EQUIPLEX;53.113.791/0017-90;325;ATIVO;LANÇADO; 3.964,61 
;2025;jan;16/01/25;15/01/25;20/02/25;CONTRATO;TOTVS 05 - A48004/04;P 01/12;Datasul;1180319;134;4210317;0;0;Consultoria Software;TOTVS S.A.;TOTVS 05 - A48004/04;EQUIPLEX;53.113.791/0017-90;325;ATIVO;LANÇADO; 4.935,60 
;2025;jan;16/01/25;15/01/25;14/02/25;CONTRATO;TOTVS 06 - AACMBM/02 - AAD762/02 - AAETUY/01 - AAIIIF/01 - AAIZC5/01 - AAJQD4/01 - AAKFPN/01 - AALITT/01 - AAHVOT/03 - AAIBOR/04 - AADEV1/08;P 01/12;Datasul;1180245;134;4210317;0;0;Consultoria Software;TOTVS S.A.;TOTVS 06 - AACMBM/02 - AAD762/02 - AACMP4/01 - AADVE1/08;EQUIPLEX;53.113.791/0017-90;325;ATIVO;LANÇADO; 5.520,08 
;2025;jan;16/01/25;15/01/25;24/02/25;CONTRATO;TOTVS 07 - AACRAH/03 / AAHCQX/05 / AAIURA/03 / AAJIC9/03 / AAMBGK/02;P 01/12;Datasul;1180360;134;4210317;0;0;Consultoria Software;TOTVS S.A.;TOTVS 07 - AACRAH/03 / AAHCQX/05 / AAIURA/03 / AAJIC9/03 / AAMBGK/02;EQUIPLEX;53.113.791/0017-90;325;ATIVO;LANÇADO; 2.911,94 
;2025;jan;16/01/25;15/01/25;14/02/25;CONTRATO;TOTVS 08 - AAHVOT/03;P 01/12;Datasul;1180211;134;4210317;0;0;Consultoria Software;TOTVS S.A.;TOTVS 08 - AAHVOT/03;EQUIPLEX;53.113.791/0017-90;325;ATIVO;LANÇADO; 1.575,70 
;2025;jan;16/01/25;16/01/25;30/01/25;CONTRATO;EUAX-ARTIA;P 01/12;Licença de uso Programa Artia;49069;668;4210317;O;LICENCAS SISTEMAS;Consultoria Software;EUAX - ARTIA DESENVOLVIMENTO DE SISTEMAS LTDA;;I7 NÚCLEO;17.400.505/0001-46;1354;ATIVO;LANÇADO; 588,00 
;2025;jan;16/01/25;16/01/25;30/01/25;CONTRATO;INTEGRATTO TECNOLOGIA;P 05/12;;1363;1492;4210317;O;SEGURANCA;Consultoria;INTEGRATTO TECNOLOGIA LTDA;;I7 NÚCLEO;14.768.262/0001-05;14894;ATIVO;LANÇADO; 7.199,64 
;2025;jan;16/01/25;16/01/25;05/02/25;PEDIDO;M&A SOLUTIONS;Demanda;Serv.Instalacao de rede;12;77578;4210317;0;0;Consultoria;M & A SOLUTIONS LTDA;;I7 NÚCLEO;21.958.778/0001-88;762564;ATIVO;LANÇADO; 893,00 
;2025;jan;17/01/25;16/01/25;31/01/25;CONTRATO;TOTVS 00 - TICKETS;P 01/12;Datasul;1184259;134;4210317;O;SUPORTE;Consultoria Software;TOTVS S.A.;TOTVS 00 - TICKETS;EQUIPLEX;53.113.791/0017-90;325;ATIVO;LANÇADO; 1.273,11 
;2025;jan;17/01/25;17/01/25;17/01/25;PEDIDO;REGISTRO BR;Demanda;Garantia 3Y em 03x;44786680;77608;4210302;O;SITES;Internet;NUCLEO DE INFORM E COORD DO PONTO BR;;EQUIPLEX;05.506.560/0001-36;23706;ATIVO;LANÇADO; 76,00 
;2025;jan;;20/01/25;04/02/25;CONTRATO;HCOMPANY-TRANSPLEX-SERV;P 01/12;Leo não autorizou;;1212;4210317;O;LOCACAO EQUIPAMENTOS;Consultoria;H.COMPANY LTDA;Locação de Equipamentos de TI;TRANSPLEX;46.448.859/0001-69;11283;ATIVO;ABERTO; -   
;2025;jan;21/01/25;21/01/25;21/02/25;PEDIDO;PRIMETEK;Demanda;03 X ;286819;77756;4210302;0;0;Consultoria;REGIA COM. DE INFORMATICA LTDA;;I7 NÚCLEO;07.851.862/0001-77;23670;ATIVO;LANÇADO; 9.740,65 
;2025;jan;21/01/25;21/01/25;17/02/25;CONTRATO;ENTERNESS;P 01/12;Setup Easy Channel Omni;1734;1271;4210317;O;WHATSAPP GRUPO;Consultoria Software;ENTERNESS COM MAQ E EQUIP INFORM LTDA;;H.SOLUÇÕES;08.348.958/0001-80;11891;ATIVO;LANÇADO; 5.619,74 
;2025;jan;21/01/25;21/01/25;17/02/25;CONTRATO;ENTERNESS;P 01/12;Setup Easy Channel Omni;1735;1271;4210317;O;WHATSAPP GRUPO;Consultoria Software;ENTERNESS COM MAQ E EQUIP INFORM LTDA;;H.SOLUÇÕES;08.348.958/0001-80;11891;ATIVO;LANÇADO; 2.408,46 
;2025;jan;21/01/25;21/01/25;05/02/25;CONTRATO;ALLDOC;P 01/12;Locação Impressoras Mais Saude;12391;1617;4210317;O;IMPRESSORAS MAIS SAUDE;Locação;ALLDOC EQUIPAMENTOS DE INFORMATICA;;I7 NÚCLEO;02.871.012/0001-17;762093;ATIVO;LANÇADO; 720,00 
;2025;jan;23/01/25;22/01/25;04/01/25;CONTRATO;HCOMPANY-EQUIPLEX-LOC;P 01/12;Contrato Locação - Equiplex;1012025;1215;4210330;O;LOCACAO EQUIPAMENTOS;Locação;H.COMPANY LTDA;Prestação de Serviços;EQUIPLEX;46.448.859/0001-69;11283;ATIVO;LANÇADO; 345.291,00 
;2025;jan;23/01/25;22/01/25;04/02/25;CONTRATO;HCOMPANY-HOSPDROGAS-LOC;P 01/12;Contrato Locação - Hospdrogas;3012025;1214;4210330;O;LOCACAO EQUIPAMENTOS;Locação;H.COMPANY LTDA;Prestação de Serviços;HOSPDROGAS;46.448.859/0001-69;11283;ATIVO;LANÇADO; 293.917,00 
;2025;jan;23/01/25;22/01/25;04/02/25;CONTRATO;HCOMPANY-TRANSPLEX-LOC;P 01/12;Contrato Locação - Transplex;2012025;1213;4210330;O;LOCACAO EQUIPAMENTOS;Locação;H.COMPANY LTDA;Prestação de Serviços;TRANSPLEX;46.448.859/0001-69;11283;ATIVO;LANÇADO; 190.353,73 
;2025;jan;22/01/25;22/01/25;20/02/25;PEDIDO;HIGH-TECH INFORMATICA;Demanda;TVS, suporte, adaptador;237054;77450;0;0;0;Consultoria;HIGH-TECH INFORMATICA IND E COM EIRELI;;EQUIPLEX;00.481.679/0001-88;21416;ATIVO;LANÇADO; 7.264,20 
;2025;jan;22/01/25;22/01/25;18/02/25;CONTRATO;INGRAM - OFFICE 365;P 01/12;Office 365 Licença;2250465;627;4210302;O;LICENCAS MICROSOFT;Consultoria Software;INGRAM - MICROSOFT;Office 365 Licença;EQUIPLEX;01.771.935/0002-15;261179;ATIVO;LANÇADO; 39.220,94 
;2025;jan;22/01/25;22/01/25;29/01/25;CONTRATO;VIVO - EQUIPLEX;P 01/12;NF 1 - PRINCIPAL;16778519;1112;4210508;O;CONECTIVIDADE;Internet;TELEFONICA BRASIL S.A.;Serviços de Internet - EQUIPLEX;EQUIPLEX;02.558.157/0022-97;261618;ATIVO;LANÇADO; 1.642,90 
;2025;jan;22/01/25;22/01/25;29/01/25;CONTRATO;VIVO - EQUIPLEX - MONITORA;P 01/12;NF 2 - MONITORAMENTO;160125;1112;4210508;O;CONECTIVIDADE;Internet;TELEFONICA BRASIL S.A.;Serviços de Internet - EQUIPLEX;EQUIPLEX;02.558.157/0022-97;261618;ATIVO;LANÇADO; 56,11 
;2024;nov;11/11/24;11/11/24;01/12/24;PEDIDO;PGT SOLUCOES;Demanda;Reembolso de despesas de viagem;3424;75721;9010103;P;SAPHE IMPLANTACAO;Consultoria SAP;PGT SOLUCOES COM E SERV MATERIAIS DE INFORMATICA LTDA;Consultoria;I7 NÚCLEO;08.296.255/0001-55;14342;ATIVO;LANÇADO; 66.601,31 
;2025;jan;23/01/25;23/01/25;07/02/25;CONTRATO;PGT SOLUCOES;P 01/12;SOFICOM-2025 - P01/12;3489;1448;9010103;P;SAPHE IMPLANTACAO;Consultoria SAP;PGT SOLUCOES COM E SERV MATERIAIS DE INFORMATICA LTDA;Consultoria;I7 NÚCLEO;08.296.255/0001-55;14342;ATIVO;LANÇADO; 11.219,67 
;2025;jan;23/01/25;23/01/25;03/02/25;CONTRATO;VOGEL-ALGAR - EQUIPLEX;P 01/12;Serviço de Internet;63730;1208;4210508;O;CONECTIVIDADE;Internet;VOGEL SOL. EM TEL. E INF. S/A;Serviços de Internet;EQUIPLEX;05.872.814/0018-88;11460;ATIVO;LANÇADO; 1.459,00 
;2025;jan;23/01/25;23/01/25;05/02/25;PEDIDO;LOCAWEB;Demanda;Hospedagem - tx anual;230125;77821;4210317;0;0;Internet;LOCAWEB - HOSPED INTERNET;;EQUIPLEX;02.351.877/0001-52;260134;INATIVO;LANÇADO; 1.193,32 
;2025;jan;24/01/25;24/01/25;28/01/25;CONTRATO;TSPLUS BRASIL;P 01/12;Link Radio - Acesso Internet;1394;1531;4210317;O;CONECTIVIDADE;Consultoria;TSPLUS BRASIL CONSULT TECN LTDA;;I7 NÚCLEO;54.377.434/0001-34;9762;ATIVO;LANÇADO; 5.022,80 
;2025;jan;24/01/25;24/01/25;10/02/25;CONTRATO;CHANGEKEY-GMO;Parc 05;Consultores SAP;153;1551;4210317;P;CANCELADO;Consultoria;CHANGE KEY SERV DE INFORM LTDA;0;I7 NÚCLEO;30.369.242/0001-18;2630;INATIVO;LANÇADO; 37.408,00 
;2025;jan;27/01/25;27/01/25;29/01/25;PEDIDO;DELL COMPUTADORES;Demanda;Garantia;2616095;76271;4210317;0;0;Consultoria;DELL COMPUTADORES DO BRASIL LTDA;Computadores;H.SOLUÇÕES;72.381.189/0010-01;4876;ATIVO;LANÇADO; 1.335,15 
;2025;jan;28/01/25;28/01/25;12/02/25;CONTRATO;VALCANAIA;P 01/12;Consultoria Financeira;366;999;4210317;P;DATASUL;Consultoria;VALCANAIA SUPORTE EM TECNOLOGIA;Consultoria Financeira;I7 NÚCLEO;28.532.280/0001-06;8255;ATIVO;LANÇADO; 1.250,00 
;2025;jan;28/01/25;28/01/25;04/02/25;CONTRATO;HCOMPANY-EQUIPLEX-SERV;P 01/12;Prestação de Serviços;73;1210;4210317;O;LOCACAO EQUIPAMENTOS;Consultoria;H.COMPANY LTDA;Locação de Equipamentos de TI;EQUIPLEX;46.448.859/0001-69;11283;ATIVO;LANÇADO; 217.630,00 
;2025;jan;28/01/25;28/01/25;04/02/25;CONTRATO;HCOMPANY-HOSPDROGAS-SERV;P 01/12;Prestação de Serviços;74;1211;4210317;O;LOCACAO EQUIPAMENTOS;Consultoria;H.COMPANY LTDA;Locação de Equipamentos de TI;HOSPDROGAS;46.448.859/0001-69;11283;ATIVO;LANÇADO; 657.510,00 
;2025;jan;28/01/25;28/01/25;11/02/25;CONTRATO;SANTODIGITAL 1;P 01/12;GWS Licença;44614;958;4210317;O;LICENCAS GOOGLE;Consultoria Software;SANTODIGITAL DIST E CONSULT INFORM LTDA;G Suite Business Licença;I7 NÚCLEO;16.895.942/0001-15;261222;ATIVO;LANÇADO; 1.428,00 
;2025;jan;29/01/25;29/01/25;22/02/25;PEDIDO;INGRAM902-HCOMPANY;Demanda;Software;435218;77755;9010103;0;0;Consultoria;INGRAM MICRO BRASIL LTDA;;H.SOLUÇÕES;01.771.935/0010-25;902;ATIVO;LANÇADO; 12.747,40 
;2025;jan;29/01/25;29/01/25;28/02/25;CONTRATO;NEOMIND - P3916/18;P 01/12;Licença de Uso Fusion;21209;954;4210317;O;BPM;Consultoria Software;NEOMIND SOLUTIONS INFORMATICA LTDA;Tx.Manutenção - Proposta 3916/18;I7 NÚCLEO;08.032.121/0001-27;909;ATIVO;LANÇADO; 3.752,68 
;2025;jan;29/01/25;29/01/25;28/02/25;CONTRATO;NEOMIND - P15110/21;P 01/12;Taxa de Manutenção;21208;954;4210317;O;BPM;Consultoria Software;NEOMIND SOLUTIONS INFORMATICA LTDA;Tx.Manutenção - Proposta 15110/21;I7 NÚCLEO;08.032.121/0001-27;909;ATIVO;LANÇADO; 1.045,98 
;2025;jan;29/01/25;29/01/25;15/02/25;CONTRATO;PROX-VELOMAX - TRANSPLEX-ANP;P 01/12;Acesso internet - Transplex;12352;1480;4210508;O;CONECTIVIDADE;Internet;PROX TELECOM LTDA;Serviços de Telefonia / Internet;TRANSPLEX;02.519.244/0001-00;10911;ATIVO;LANÇADO; 239,00 
;2025;jan;29/01/25;29/01/25;22/02/25;PEDIDO;TEK ATACADO;Demanda;03 cxs de Cabe de rede em 3x ;38438;77835;0;0;0;Consultoria;TEK ATACADO DISTRIBUIDOR DE SEG ELETRONICA;;HOSPDROGAS;27.316.854/0001-38;4654;ATIVO;LANÇADO; 2.769,43 
;2025;jan;30/01/25;30/01/25;14/02/25;CONTRATO;DW SERVICE;P 01/12;Loc.Impressoras e serviços;9088;1260;4210318;O;IMPRESSORSA GRUPO;Locação;DW SERVICE LTDA;Locação de Impressoras e serviços;I7 NÚCLEO;08.906.780/0001-45;2266;ATIVO;LANÇADO; 1.389,60 
;2025;jan;30/01/25;30/01/25;14/02/25;CONTRATO;DW SERVICE;P 01/12;Loc.Impressoras e serviços;9087;1260;4210318;O;IMPRESSORSA GRUPO;Locação;DW SERVICE LTDA;Locação de Impressoras e serviços;I7 NÚCLEO;08.906.780/0001-45;2266;ATIVO;LANÇADO; 5.359,26 
;2025;jan;31/01/25;31/01/25;03/03/25;PEDIDO;PARS PRODUTOS;Demanda;;1629;78050;9010103;0;0;Consultoria Software;PARS PRODUTOS DE PROCESSAMENTO DE DADOS;;EQUIPLEX;27.626.290/0008-06;10994;ATIVO;LANÇADO; 2.548,80 
;2025;jan;31/01/25;31/01/25;20/02/25;PEDIDO;SUPER RASSIO;Demanda;Compra de bebidas;593;77890;4210408;0;0;Consultoria;SUPER RASSIO LTDA;;EQUIPLEX;44.038.232/0001-04;762006;ATIVO;LANÇADO; 959,47 
;2025;fev;03/02/25;03/02/25;20/02/25;CONTRATO;UNE TELECOM - I7;P 12/12;Internet - I7;2806;1577;4210508;O;CONECTIVIDADE;Internet;UNE TELECOM LTDA;Comunicação Equiplex / Transplex;I7 NÚCLEO;54.263.569/0001-79;761791;ATIVO;LANÇADO; 198,00 
;2025;fev;03/02/25;03/02/25;20/02/25;CONTRATO;UNE TELECOM - I7;P 12/12;Internet - I7;3733;1577;4210508;O;CONECTIVIDADE;Internet;UNE TELECOM LTDA;Comunicação Equiplex / Transplex;I7 NÚCLEO;54.263.569/0001-79;761791;ATIVO;LANÇADO; 297,00 
;2025;fev;03/02/25;03/02/25;20/02/25;CONTRATO;UNE TELECOM - ANAPOLIS;P 12/12;Internet - Anapolis;2717;1578;4210508;O;CONECTIVIDADE;Internet;UNE TELECOM LTDA;Comunicação Equiplex / Transplex;TRANSPLEX;54.263.569/0001-79;761791;ATIVO;LANÇADO; 240,00 
;2025;fev;03/02/25;03/02/25;17/02/25;CONTRATO;UNE TELECOM - ANAPOLIS;P 12/12;Internet - Anapolis;3639;1578;4210508;O;CONECTIVIDADE;Internet;UNE TELECOM LTDA;Comunicação Equiplex / Transplex;TRANSPLEX;54.263.569/0001-79;761791;ATIVO;LANÇADO; 360,00 
;2025;fev;03/02/25;03/02/25;17/02/25;CONTRATO;UNE TELECOM - APARECIDA;P 12/12;Internet - Aparecida;2853;1584;4210508;O;CONECTIVIDADE;Internet;UNE TELECOM LTDA;Comunicação Equiplex / Transplex;TRANSPLEX;54.263.569/0001-79;761791;ATIVO;LANÇADO; 880,00 
;2025;fev;03/02/25;03/02/25;14/02/25;CONTRATO;INTEGRATTO TECNOLOGIA;P 06/12;;1391;1492;4210317;O;SEGURANCA;Consultoria;INTEGRATTO TECNOLOGIA LTDA;Consultoria;I7 NÚCLEO;14.768.262/0001-05;14894;ATIVO;LANÇADO; 11.964,76 
;2025;fev;03/02/25;03/02/25;17/02/25;CONTRATO;HPFS - LOCAÇÃO DESKTOP;P 02/12;Locação Desktops;30225;715;4210411;O;LEASING EQUIPAMENTOS;Locação;HP FIN SERV ARREND MERC;Locação de Desktops;I7 NÚCLEO;97.406.706/0001-90;1639;ATIVO;LANÇADO; 25.555,50 
;2025;fev;03/02/25;03/02/25;20/02/25;CONTRATO;ALLE TECNOLOGIA;P 02/12;Gestão de ERP Totvs 12;5249;994;4210302;O;SUPORTE ERP;Consultoria Software;ALLE TECNOLOGIA LTDA ME;Gestão de Datasul;I7 NÚCLEO;21.067.649/0001-08;1082;ATIVO;LANÇADO; 800,00 
;2025;fev;03/02/25;03/02/25;17/02/25;CONTRATO;CARLOS VINKLER;P 01/12;Consultoria SAP;6;1633;4210317;P;CANCELADO;Consultoria SAP;CARLOS EDUARDO S VINKLER;Consultoria Servidores;I7 NÚCLEO;58.399.137/0001-40;762742;ATIVO;LANÇADO; 25.000,00 
;2025;fev;;03/02/25;15/02/25;CONTRATO;OI - TELECOM GERAL - 0800;P 02/12;OI - 0800;;956;4210309;O;CONECTIVIDADE;Telefonia;OI S.A.;Serviços de Telefonia;EQUIPLEX;76.535.764/0328-51;20119;ATIVO;ABERTO; 290,00 
;2025;fev;03/02/25;03/02/25;17/02/25;CONTRATO;UNE TELECOM - APARECIDA;P 12/12;Internet - Aparecida;3767;1584;4210508;O;CONECTIVIDADE;Internet;UNE TELECOM LTDA;Comunicação Equiplex / Transplex;TRANSPLEX;54.263.569/0001-79;761791;ATIVO;LANÇADO; 1.320,00 
;2025;fev;03/02/25;03/02/25;18/02/25;CONTRATO;C&C COMPUTER CLOUD;P 02/12;Computação na Nuvem;7024;897;4210318;O;AMBINETE SISTEMAS;Cloud;C&C COMPUTAÇÃO E COMUN.INFORMATICA LTDA;Computação na Nuvem;I7 NÚCLEO;69.159.291/0001-61;8815;ATIVO;LANÇADO; 55.876,29 
;2025;fev;03/02/25;03/02/25;10/02/25;CONTRATO;GLOBO SOLUÇÕES 2;P 02/12;Crachás para o DP;21413;1378;4210318;O;IMPRESSORAS CRACHAS;Consultoria;GLOBO LOC EQUIP IMPRESSAO LTDA;Serviços de Impressão Crachás - DP, LOCACAO DE UM EQUIPAMENTO IMPRESSORA DE CARTAO PVC DA MARCA FARGO DTC 1250 SINLGE SIDE;EQUIPLEX;21.121.429/0001-07;9134;ATIVO;LANÇADO; 367,50 
;2025;fev;03/02/25;03/02/25;15/02/25;CONTRATO;OPENNEW;P 02/12;Serviço de PABX em Nuvem;4598;1302;4210317;O;CONECTIVIDADE;Telefonia;OPENNEW TELECOMUNICACOES;;EQUIPLEX;20.733.925/0001-59;12223;ATIVO;LANÇADO; 3.138,40 
;2025;fev;03/02/25;03/02/25;15/02/25;CONTRATO;OPENNEW;P 02/12;Locação Aparelho IP;4599;1302;4210317;O;CONECTIVIDADE;Telefonia;OPENNEW TELECOMUNICACOES;;EQUIPLEX;20.733.925/0001-59;12223;ATIVO;LANÇADO; 627,60 
;2025;fev;03/02/25;03/02/25;20/02/25;CONTRATO;OPTIDATA - AMPLIDRIVE;P 02/12;Amplidrive;40842;1145;4210317;O;CANCELADO;Consultoria Software;OPTIDATA LTDA;Licença de Uso Amplidrive;I7 NÚCLEO;01.687.282/0001-00;10726;INATIVO;LANÇADO; 1.613,98 
;2025;fev;03/02/25;03/02/25;12/03/25;CONTRATO;VIRTOS BACKUP;P 02/12;Backup na Nuvem;32281;516;4210317;O;SEGURANCA;Consultoria;VIRTOS INFORMÁTICA LTDA;Backup na Nuvem;EQUIPLEX;03.348.929/0001-02;260982;ATIVO;LANÇADO; 360,00 
;2025;fev;03/02/25;03/02/25;20/02/25;CONTRATO;EUAX-ARTIA;P 02/12;Licença de uso Programa Artia;49295;668;4210317;O;LICENCAS SISTEMAS;Consultoria Software;EUAX - ARTIA DESENVOLVIMENTO DE SISTEMAS LTDA;Referente cessao de direito de uso do programa Artia.;I7 NÚCLEO;17.400.505/0001-46;1354;ATIVO;LANÇADO; 588,00 
;2025;fev;07/02/25;03/02/25;18/02/25;CONTRATO;CARLOS DIAS (MGC);Demanda;Consultoria de Servidores;1591;980;4210317;O;SUPORTE  INFRA;Consultoria;CARLOS DIAS OLIVEIRA DOMINGUES;Consultoria Servidores;I7 NÚCLEO;11.083.929/0001-48;499;ATIVO;LANÇADO; 11.967,90 
;2025;fev;03/02/25;03/02/25;18/02/25;PEDIDO;HELTON ROCHA;Demanda;Contrato Serviços;270;78148;4210317;0;0;Consultoria;HELTON ROCHA NOGUEIRA LTDA;;I7 NÚCLEO;32.952.676/0001-71;11283;ATIVO;LANÇADO; 11.000,00 
;2025;fev;03/02/25;03/02/25;27/02/25;PEDIDO;GLOBO MAQ E SUPR LTDA;Demanda;Compra Ribbon;86727;78016;4210318;0;0;Consultoria;GLOBO MAQUINAS E SUPRIMENTOS LTDA;;EQUIPLEX;03.064.495/0001-00;9226;ATIVO;LANÇADO; 375,00 
;2025;fev;04/02/25;04/02/25;15/02/25;CONTRATO;CLARO CELULAR;P 02/12;Claro Celular;9486656;968;4210309;O;CONECTIVIDADE GRUPO;Telefonia;CLARO S.A.;Serviços de Celular;EQUIPLEX;40.432.544/0436-28;261010;ATIVO;LANÇADO; 4.401,56 
;2025;fev;04/02/25;04/02/25;15/02/25;CONTRATO;CLARO CELULAR;P 02/12;Claro Celular;153382630;968;4210309;O;CONECTIVIDADE GRUPO;Telefonia;CLARO S.A.;Serviços de Celular;EQUIPLEX;40.432.544/0436-28;261010;ATIVO;LANÇADO; 44,75 
;2025;fev;04/02/25;04/02/25;15/02/25;CONTRATO;CLARO CELULAR;P 02/12;Claro Celular;153394301;968;4210309;O;CONECTIVIDADE GRUPO;Telefonia;CLARO S.A.;Serviços de Celular;EQUIPLEX;40.432.544/0436-28;261010;ATIVO;LANÇADO; 44,23 
;2025;fev;04/02/25;04/02/25;25/02/25;CONTRATO;BENNER - APC;P 02/12;Sup Tec, Inst Config Manut Programas;1835;1479;4210302;O;SUPORTE  LEGADOS;Consultoria;BENNER-ASSOCIAÇÃO PARANAENSE DE CULTURA;Consultoria;EQUIPLEX;76.659.820/0046-53;15063;ATIVO;LANÇADO; 613,40 
;2024;nov;27/11/24;27/11/24;12/12/24;PEDIDO;PGT SOLUCOES;Demanda;Reembolso de despesas de viagem;3524;75838;9010103;P;SAPHE IMPLANTACAO;Consultoria SAP;PGT SOLUCOES COM E SERV MATERIAIS DE INFORMATICA LTDA;Consultoria;I7 NÚCLEO;08.296.255/0001-55;14342;ATIVO;LANÇADO; 56.183,29 
;2025;fev;04/02/25;04/02/25;20/03/25;CONTRATO;SUPERI - G8NET - I7;P 02/12;Serviço de Internet;17197;1008;4210508;O;CONECTIVIDADE;Internet;SUPERI TELECOM LTDA;Serviços de Telefonia / Internet;I7 NÚCLEO;10.455.507/0001-93;9241;ATIVO;LANÇADO; 1.700,00 
;2025;fev;07/02/25;04/02/25;18/02/25;CONTRATO;APIPASS;P 02/12;Integração Fusion PBI;3223;1462;4210317;O;INTEGRACAO;Consultoria;APIPASS TECNOLOGIA S;Consultoria;I7 NÚCLEO;40.146.473/0001-16;14282;ATIVO;LANÇADO; 3.500,00 
;2025;fev;05/02/25;05/02/25;21/02/25;CONTRATO;TSPLUS BRASIL;P 02/12;Link Radio - Acesso Internet;1641;1531;4210317;O;CONECTIVIDADE;Consultoria;TSPLUS BRASIL CONSULT TECN LTDA;Licenciamento Software Conexão Remota;I7 NÚCLEO;54.377.434/0001-34;9762;ATIVO;LANÇADO; 5.022,80 
;2025;fev;06/02/25;06/02/25;24/02/25;CONTRATO;CONTI CONSULTORIA;Demanda;Consultoria de Servidores;301;991;4210317;O;SUPORTE SISTEMA RH;Consultoria;CONTI CONSULT  EM TEC DA INFORMACAO LTDA;Desenvolvimento  e  manutenção  de  sistemas através  de  profissionais  especializados  cedidos  pela CONTRATADA  na consultoria,  Treinamento, Análise, Desenvolvimento e Gerenciamento nos sistemas, Totvs 12 Linha Datasul, HCM, Progress;I7 NÚCLEO;29.318.831/0001-98;1256;ATIVO;LANÇADO; 3.378,51 
;2025;fev;06/02/25;06/02/25;20/02/25;CONTRATO;ALGAR-PABX-EQUIPLEX;P 02/12;Internet-Voz;3145761;1326;4210508;O;CONECTIVIDADE;Internet;ALGAR TELECOM S/A;Serviços de Internet;EQUIPLEX;71.208.516/0103-07;12588;ATIVO;LANÇADO; 846,59 
;2025;fev;06/02/25;06/02/25;24/02/25;CONTRATO;TOTVS 01 - A42305/05;P 02/12;Datasul;1185815;134;4210317;0;0;Consultoria Software;TOTVS S.A.;TOTVS 01 - A42305/05;EQUIPLEX;53.113.791/0017-90;325;ATIVO;LANÇADO; 3.557,44 
;2025;fev;06/02/25;06/02/25;26/02/25;PEDIDO;INGR-261179-EQUIPLEX;Demanda;Contrato Serviços;444905;77771;9010103;0;0;Consultoria Software;INGRAM MICRO BRASIL LTDA;;EQUIPLEX;01.771.935/0002-15;261179;ATIVO;LANÇADO; 15.517,00 
